objectid,no_prop,no_kab,no_kec,no_kel,KABUPATEN,KECAMATAN,KELURAHAN,kepadatan_penduduk,wighted education score,weighted_employment_score,Kab_Gini_2018,Kab_Gini_2019,Kab_Gini_2020,Kab_Gini_2021,Kab_Gini_2022,Kab_Gini_2023,desa_gini_2018,desa_gini_2019,desa_gini_2020,desa_gini_2021,desa_gini_2022,desa_gini_2023
471833,35,22,4,2001,KAB. BOJONEGORO,NGASEM,BUTOH,1.49743128,967.6,986.8,0.348,0.309,0.303,0.340,0.280,0.283,0.343459814,0.304968628,0.299046907,0.335564186,0.276346977,0.279307837
471834,35,22,4,2013,KAB. BOJONEGORO,NGASEM,DUKOHKIDUL,1.48618865,1042.8,1102.7,0.348,0.309,0.303,0.340,0.280,0.283,0.36321421,0.322509169,0.316246855,0.354864458,0.292241318,0.295372475
471835,35,22,6,2001,KAB. BOJONEGORO,DANDER,NGUNUT,1.93632609,1249.5,1366.2,0.348,0.309,0.303,0.340,0.280,0.283,0.453443502,0.402626558,0.394808566,0.443019514,0.364839599,0.368748595
471837,35,22,6,2005,KAB. BOJONEGORO,DANDER,KUNCI,2.35100602,1719.3,2029.3,0.348,0.309,0.303,0.340,0.280,0.283,0.612501548,0.543859133,0.533298761,0.598421052,0.492817337,0.498097523
471840,35,22,9,2009,KAB. BOJONEGORO,KEPOHBARU,MOJOSARI,0.57596837,439.8,515.5,0.348,0.309,0.303,0.340,0.280,0.283,0.15409362,0.136824507,0.134167721,0.150551238,0.123983372,0.125311766
471841,35,22,9,2024,KAB. BOJONEGORO,KEPOHBARU,SUGIHWARAS,2.08031818,1503,2027.2,0.348,0.309,0.303,0.340,0.280,0.283,0.564321754,0.501078799,0.491349113,0.55134884,0.454051986,0.458916828
471843,35,22,12,2002,KAB. BOJONEGORO,SUMBEREJO,NGAMPAL,1.59083155,1132.6,908.7,0.348,0.309,0.303,0.340,0.280,0.283,0.361995665,0.321427185,0.315185881,0.353673925,0.29126088,0.294381532
471849,35,22,12,2018,KAB. BOJONEGORO,SUMBEREJO,BUTOH,1.17398958,867.4,860.1,0.348,0.309,0.303,0.340,0.280,0.283,0.290698564,0.258120277,0.253108233,0.284015839,0.233895397,0.236401419
471868,35,22,13,2020,KAB. BOJONEGORO,BALEN,KEDUNGBONDO,1.89049077,1556.5,1942.7,0.348,0.309,0.303,0.340,0.280,0.283,0.544993105,0.483916291,0.474519859,0.532464528,0.438500199,0.443198416
471871,35,22,16,2006,KAB. BOJONEGORO,KALITIDU,KALITIDU,1.52294339,1268.1,1579.3,0.348,0.309,0.303,0.340,0.280,0.283,0.442151865,0.392600363,0.384977055,0.431987455,0.355754374,0.359566028
471895,35,22,16,2020,KAB. BOJONEGORO,KALITIDU,LERAN,2.90405673,2043.6,2270.4,0.348,0.309,0.303,0.340,0.280,0.283,0.722603111,0.641621728,0.629163054,0.705991545,0.581404802,0.587634139
472120,35,22,19,2015,KAB. BOJONEGORO,PADANGAN,KEBONAGUNG,1.15712564,890.4,1143.4,0.348,0.309,0.303,0.340,0.280,0.283,0.321712226,0.285658269,0.280111507,0.314316542,0.258848917,0.261622298
472139,35,22,19,2013,KAB. BOJONEGORO,PADANGAN,NGRADIN,1.03951048,733.8,763.6,0.348,0.309,0.303,0.340,0.280,0.283,0.253738906,0.225302649,0.220927841,0.247905828,0.20415774,0.206345145
472150,35,22,1,2004,KAB. BOJONEGORO,NGRAHO,JUMOK,1.66347621,1174.7,1386.7,0.348,0.309,0.303,0.340,0.280,0.283,0.423468266,0.376010616,0.368709439,0.413733364,0.340721594,0.344372182
472186,35,22,18,2007,KAB. BOJONEGORO,PURWOSARI,SEDAHKIDUL,0.48473014,341.2,289.2,0.348,0.309,0.303,0.340,0.280,0.283,0.111157889,0.098700539,0.096784024,0.108602535,0.089437382,0.09039564
472196,35,22,1,2005,KAB. BOJONEGORO,NGRAHO,SUMBERAGUNG,1.22847307,891.9,1137.9,0.348,0.309,0.303,0.340,0.280,0.283,0.32749254,0.29079079,0.285144367,0.319963976,0.263499745,0.266322956
472207,35,22,1,2006,KAB. BOJONEGORO,NGRAHO,MOJOREJO,1.24879628,919.8,1136.1,0.348,0.309,0.303,0.340,0.280,0.283,0.332222637,0.29499079,0.289262813,0.324585335,0.26730557,0.270169558
472211,35,22,1,2007,KAB. BOJONEGORO,NGRAHO,NGRAHO,0.7865514,645.6,970.4,0.348,0.309,0.303,0.340,0.280,0.283,0.243619324,0.216317159,0.212116825,0.23801888,0.196015548,0.198115715
472215,35,22,1,2008,KAB. BOJONEGORO,NGRAHO,BLIMBINGGEDE,0.75282352,585.9,806.8,0.348,0.309,0.303,0.340,0.280,0.283,0.216686511,0.192402678,0.188666704,0.211705212,0.174345469,0.176213456
472232,35,22,1,2014,KAB. BOJONEGORO,NGRAHO,PAYAMAN,1.26349818,958.7,1082.7,0.348,0.309,0.303,0.340,0.280,0.283,0.332268144,0.295031197,0.289302435,0.324629796,0.267342185,0.270206565
472233,35,22,18,2002,KAB. BOJONEGORO,PURWOSARI,NGREJENG,1.52986193,937.3,1274.1,0.348,0.309,0.303,0.340,0.280,0.283,0.373142211,0.331324549,0.324891063,0.364564229,0.300229365,0.303446108
472237,35,22,18,2006,KAB. BOJONEGORO,PURWOSARI,PUNGGUR,0.55002385,403.8,389.7,0.348,0.309,0.303,0.340,0.280,0.283,0.134503608,0.119429928,0.1171109,0.131411571,0.108221294,0.109380808
472239,35,22,19,2009,KAB. BOJONEGORO,PADANGAN,DENGOK,1.51645726,1280.9,1227.6,0.348,0.309,0.303,0.340,0.280,0.283,0.405949542,0.360455197,0.353456067,0.396617369,0.326626068,0.330125633
472242,35,22,19,2001,KAB. BOJONEGORO,PADANGAN,TEBON,0.68623258,467.5,412.4,0.348,0.309,0.303,0.340,0.280,0.283,0.155922641,0.138448552,0.135760231,0.152338213,0.125454999,0.126799159
472243,35,22,19,2010,KAB. BOJONEGORO,PADANGAN,PADANGAN,2.45218965,2139.4,2259.5,0.348,0.309,0.303,0.340,0.280,0.283,0.693085104,0.615411774,0.60346203,0.677152113,0.557654682,0.563629553
472245,35,22,19,2004,KAB. BOJONEGORO,PADANGAN,NGEPER,1.15626082,794.2,477.9,0.348,0.309,0.303,0.340,0.280,0.283,0.240574643,0.213613691,0.209465853,0.235044191,0.193565804,0.195639724
472246,35,22,20,2002,KAB. BOJONEGORO,KASIMAN,BETET,0.96470378,766.9,965.8,0.348,0.309,0.303,0.340,0.280,0.283,0.272315528,0.241797408,0.237102313,0.266055401,0.219104448,0.221451995
472248,35,22,20,2005,KAB. BOJONEGORO,KASIMAN,BESAH,1.16058491,836.5,800.8,0.348,0.309,0.303,0.340,0.280,0.283,0.279786198,0.248430849,0.243606949,0.273354332,0.225115332,0.227527282
472255,35,22,22,2003,KAB. BOJONEGORO,MARGOMULYO,MARGOMULYO,2.46645914,1634.6,1383.6,0.348,0.309,0.303,0.340,0.280,0.283,0.544845557,0.483785279,0.47439139,0.532320372,0.438381483,0.443078427
472257,35,22,22,2004,KAB. BOJONEGORO,MARGOMULYO,SUMBERJO,2.79854901,1778,1558.9,0.348,0.309,0.303,0.340,0.280,0.283,0.608369711,0.540190346,0.529701214,0.5943842,0.489492871,0.494737437
475111,35,22,9,2025,KAB. BOJONEGORO,KEPOHBARU,SUMBERGEDE,0.94308334,693.3,610.8,0.348,0.309,0.303,0.340,0.280,0.283,0.224676994,0.199497676,0.195623934,0.219512006,0.180774593,0.182711464
475124,35,22,10,2014,KAB. BOJONEGORO,BAURENO,TANGGUNGAN,0.69920484,529.4,589.6,0.348,0.309,0.303,0.340,0.280,0.283,0.182737611,0.162258396,0.159107747,0.178536746,0.147030262,0.148605586
475130,35,22,11,2025,KAB. BOJONEGORO,KANOR,SROYO,0.63650558,488.1,631.4,0.348,0.309,0.303,0.340,0.280,0.283,0.17703274,0.157192864,0.154140576,0.172963022,0.142440136,0.14396628
475133,35,22,10,2023,KAB. BOJONEGORO,BAURENO,PUCANGARUM,1.56791389,1091.6,1354,0.348,0.309,0.303,0.340,0.280,0.283,0.402326609,0.357238282,0.350301616,0.393077721,0.323711065,0.327179397
475137,35,22,6,2010,KAB. BOJONEGORO,DANDER,KARANGSONO,1.99426886,1363.2,1422.5,0.348,0.309,0.303,0.340,0.280,0.283,0.477271709,0.423784363,0.41555554,0.466299946,0.38401172,0.388126131
475144,35,22,2,2004,KAB. BOJONEGORO,TAMBAKREJO,TURI,1.33830488,896.1,1015.2,0.348,0.309,0.303,0.340,0.280,0.283,0.324558445,0.288185516,0.282589681,0.317097332,0.261138979,0.263936897
475145,35,22,2,2012,KAB. BOJONEGORO,TAMBAKREJO,TANJUNG,0.73466236,549.1,688.5,0.348,0.309,0.303,0.340,0.280,0.283,0.198472223,0.176229646,0.172807711,0.193909643,0.159690294,0.161401262
475147,35,22,3,2002,KAB. BOJONEGORO,NGAMBON,KARANGMANGU,0.57207669,378.6,342.3,0.348,0.309,0.303,0.340,0.280,0.283,0.128567551,0.114159119,0.111942437,0.125611975,0.103445156,0.104553497
475148,35,22,6,2011,KAB. BOJONEGORO,DANDER,SUMBERAGUNG,3.0917221,1988.5,2095.5,0.348,0.309,0.303,0.340,0.280,0.283,0.714208728,0.634168095,0.621854151,0.697790137,0.574650701,0.580807673
475149,35,22,9,2007,KAB. BOJONEGORO,KEPOHBARU,NGLUMBER,1.51905171,1169.6,997,0.348,0.309,0.303,0.340,0.280,0.283,0.369265096,0.327881939,0.321515299,0.360776243,0.297109847,0.300293167
475150,35,22,7,2002,KAB. BOJONEGORO,SUGIHWARAS,DRENGES,0.49899962,365.8,323.3,0.348,0.309,0.303,0.340,0.280,0.283,0.11877512,0.105464115,0.103416268,0.116044658,0.095566189,0.096590112
475151,35,22,10,2013,KAB. BOJONEGORO,BAURENO,KALISARI,1.35992531,1034,1398.6,0.348,0.309,0.303,0.340,0.280,0.283,0.382466559,0.339603928,0.333009677,0.373674224,0.307731714,0.31102884
475152,35,22,7,2006,KAB. BOJONEGORO,SUGIHWARAS,SIWALAN,2.08766913,1491.2,1637.8,0.348,0.309,0.303,0.340,0.280,0.283,0.52256129,0.463998387,0.454988709,0.510548387,0.420451613,0.424956451
475153,35,22,9,2015,KAB. BOJONEGORO,KEPOHBARU,TLOGOREJO,1.00145851,747.3,677.1,0.348,0.309,0.303,0.340,0.280,0.283,0.242842952,0.215627793,0.211440846,0.237260355,0.195390881,0.197484354
475154,35,22,10,2024,KAB. BOJONEGORO,BAURENO,KADUNGREJO,1.86930275,1348.8,1545.4,0.348,0.309,0.303,0.340,0.280,0.283,0.477759738,0.424217698,0.415980461,0.466776755,0.384404386,0.388523005
475155,35,22,12,2007,KAB. BOJONEGORO,SUMBEREJO,KAYULEMAH,0.85400715,643.1,562.6,0.348,0.309,0.303,0.340,0.280,0.283,0.206185818,0.183078786,0.179523858,0.201445914,0.165896635,0.167674099
475156,35,22,17,2005,KAB. BOJONEGORO,MALO,SUDAH,0.63823522,437.3,423.9,0.348,0.309,0.303,0.340,0.280,0.283,0.149554018,0.132793654,0.130215136,0.146115994,0.120330819,0.121620078
475157,35,22,21,2008,KAB. BOJONEGORO,TEMAYANG,BAKULAN,1.08707543,698.7,698.5,0.348,0.309,0.303,0.340,0.280,0.283,0.247029885,0.219345502,0.215086366,0.241351038,0.198759678,0.200889246
475158,35,22,21,2010,KAB. BOJONEGORO,TEMAYANG,NGUJUNG,1.14890988,795.1,849.8,0.348,0.309,0.303,0.340,0.280,0.283,0.279256489,0.247960504,0.243145737,0.2728368,0.224689129,0.227096513
475159,35,22,24,2007,KAB. BOJONEGORO,SUKOSEWU,PURWOASRI,1.95535207,1430.3,1561.6,0.348,0.309,0.303,0.340,0.280,0.283,0.496154993,0.440551416,0.43199702,0.484749131,0.399205167,0.403482365
475160,35,22,26,2003,KAB. BOJONEGORO,GONDANG,SAMBONGREJO,2.23641772,1521.3,1720,0.348,0.309,0.303,0.340,0.280,0.283,0.547541389,0.486178992,0.476738623,0.534954231,0.440550543,0.445270727
475161,35,22,28,2011,KAB. BOJONEGORO,GAYAM,CENGUNGKLUNG,0.73033827,500.8,476.7,0.348,0.309,0.303,0.340,0.280,0.283,0.170297633,0.151212553,0.148276387,0.166382745,0.137021084,0.138489167
478339,35,22,18,2010,KAB. BOJONEGORO,PURWOSARI,GAPLUK,1.02394377,662.2,706.5,0.348,0.309,0.303,0.340,0.280,0.283,0.238266256,0.211564003,0.207455964,0.232788871,0.191708482,0.193762501
478365,35,22,1,2001,KAB. BOJONEGORO,NGRAHO,LUWIHAJI,1.19085352,832.7,904,0.348,0.309,0.303,0.340,0.280,0.283,0.292865305,0.260044194,0.254994792,0.28613277,0.235638751,0.238163452
478366,35,22,19,2007,KAB. BOJONEGORO,PADANGAN,SIDOREJO,0.9409213,693.5,598.3,0.348,0.309,0.303,0.340,0.280,0.283,0.22319387,0.198180764,0.194332593,0.218062976,0.179581275,0.18150536
478367,35,22,18,2012,KAB. BOJONEGORO,PURWOSARI,DONAN,0.87173591,585.7,461.3,0.348,0.309,0.303,0.340,0.280,0.283,0.190547655,0.169193177,0.165907872,0.18616725,0.153314206,0.154956858
478369,35,22,20,2010,KAB. BOJONEGORO,KASIMAN,TAMBAKMERAK,1.11388477,736.1,634.4,0.348,0.309,0.303,0.340,0.280,0.283,0.246827868,0.219166124,0.214910471,0.241153664,0.198597135,0.200724962
478370,35,22,22,2005,KAB. BOJONEGORO,MARGOMULYO,MEDURI,2.18020459,1360.3,1033.7,0.348,0.309,0.303,0.340,0.280,0.283,0.452076693,0.401412926,0.3936185,0.441684126,0.363739868,0.367637081
479683,35,22,4,2011,KAB. BOJONEGORO,NGASEM,NGANTRU,1.31581963,929.3,737.6,0.348,0.309,0.303,0.340,0.280,0.283,0.297089969,0.263795404,0.258673163,0.290260315,0.239037906,0.241599027
479684,35,22,15,1014,KAB. BOJONEGORO,BOJONEGORO,BANJAREJO,3.05885904,2745,2856.4,0.348,0.309,0.303,0.340,0.280,0.283,0.877184561,0.778879395,0.763755523,0.857019399,0.705780681,0.713342617
479685,35,22,6,2016,KAB. BOJONEGORO,DANDER,NGABLAK,2.07383205,1375.4,2318.5,0.348,0.309,0.303,0.340,0.280,0.283,0.580041016,0.515036419,0.505035712,0.56670674,0.466699668,0.471700022
479686,35,22,5,2005,KAB. BOJONEGORO,BUBULAN,NGOROGUNUNG,1.21550081,798.9,693,0.348,0.309,0.303,0.340,0.280,0.283,0.268929326,0.238790695,0.234153982,0.262747043,0.216379917,0.218698274
479687,35,22,6,2002,KAB. BOJONEGORO,DANDER,DANDER,3.84800489,2975.6,3048.6,0.348,0.309,0.303,0.340,0.280,0.283,0.992013781,0.880839822,0.863736137,0.969208866,0.798172007,0.80672385
479688,35,22,7,2008,KAB. BOJONEGORO,SUGIHWARAS,PANEMON,0.9958372,712.3,686.4,0.348,0.309,0.303,0.340,0.280,0.283,0.239376113,0.21254948,0.208422306,0.233873214,0.192601471,0.194665058
479689,35,22,7,2011,KAB. BOJONEGORO,SUGIHWARAS,TRATE,1.11604682,843.4,933.5,0.348,0.309,0.303,0.340,0.280,0.283,0.290695979,0.258117981,0.253105982,0.284013313,0.233893317,0.236399316
479690,35,22,7,2012,KAB. BOJONEGORO,SUGIHWARAS,BULU,1.35560123,1065.7,1192.8,0.348,0.309,0.303,0.340,0.280,0.283,0.363975667,0.32318529,0.316909848,0.35560841,0.292853985,0.295991706
479691,35,22,8,2007,KAB. BOJONEGORO,KEDUNGADEM,KENDUNG,1.48532383,975.9,793.5,0.348,0.309,0.303,0.340,0.280,0.283,0.322964329,0.286770051,0.2812017,0.315539862,0.259856357,0.262640532
479692,35,22,8,2019,KAB. BOJONEGORO,KEDUNGADEM,JAMBEREJO,2.5987762,1861.2,2088.6,0.348,0.309,0.303,0.340,0.280,0.283,0.656307326,0.582755643,0.57144,0.641219802,0.528063366,0.533721188
479693,35,22,12,2021,KAB. BOJONEGORO,SUMBEREJO,SUMURAGUNG,2.45694615,2029.6,2342.5,0.348,0.309,0.303,0.340,0.280,0.283,0.689827911,0.61251961,0.600626026,0.673969798,0.555033951,0.560980743
479694,35,22,9,2005,KAB. BOJONEGORO,KEPOHBARU,SIMOREJO,0.92319254,708.3,515.5,0.348,0.309,0.303,0.340,0.280,0.283,0.214598551,0.190548714,0.186848739,0.209665251,0.172665501,0.174515488
479695,35,22,10,2005,KAB. BOJONEGORO,BAURENO,BLONGSONG,1.60380381,1290.1,1612.7,0.348,0.309,0.303,0.340,0.280,0.283,0.455179014,0.404167573,0.396319659,0.444715129,0.366235989,0.370159946
479696,35,22,14,2007,KAB. BOJONEGORO,KAPAS,TANJUNGHARJO,2.72028304,2217.5,2628.5,0.348,0.309,0.303,0.340,0.280,0.283,0.764094796,0.678463482,0.665289434,0.746529398,0.614788916,0.62137594
479697,35,22,14,2009,KAB. BOJONEGORO,KAPAS,PLESUNGAN,1.35776327,1121.2,1400.3,0.348,0.309,0.303,0.340,0.280,0.283,0.392323804,0.348356481,0.341592278,0.383304866,0.315662831,0.319044933
479698,35,22,16,2008,KAB. BOJONEGORO,KALITIDU,MLATEN,1.09010229,795,1011,0.348,0.309,0.303,0.340,0.280,0.283,0.291141589,0.258513652,0.25349397,0.284448679,0.234251853,0.236761695
479699,35,22,21,2012,KAB. BOJONEGORO,TEMAYANG,PANCUR,0.83498117,565.6,621.8,0.348,0.309,0.303,0.340,0.280,0.283,0.202009651,0.179370639,0.175887714,0.197365751,0.162536501,0.164277964
479700,35,22,24,2002,KAB. BOJONEGORO,SUKOSEWU,KALICILIK,1.44510983,1045.1,1199.7,0.348,0.309,0.303,0.340,0.280,0.283,0.37013905,0.328657949,0.322276242,0.361630106,0.297813029,0.301003882
479702,35,22,21,2004,KAB. BOJONEGORO,TEMAYANG,SOKO,1.08664303,713.3,553.4,0.348,0.309,0.303,0.340,0.280,0.283,0.233342991,0.207192484,0.203169329,0.227978785,0.187747234,0.189758812
479704,35,22,24,2008,KAB. BOJONEGORO,SUKOSEWU,PACING,1.1402617,802.3,797.4,0.348,0.309,0.303,0.340,0.280,0.283,0.273794983,0.243111062,0.238390459,0.267500845,0.220294814,0.222655115
479707,35,22,24,2012,KAB. BOJONEGORO,SUKOSEWU,SIDODADI,2.54299548,1881.6,2056,0.348,0.309,0.303,0.340,0.280,0.283,0.650337648,0.57745498,0.566242262,0.635387357,0.523260176,0.528866535
482513,35,22,19,2011,KAB. BOJONEGORO,PADANGAN,KUNCEN,2.17933977,1668.9,2052.5,0.348,0.309,0.303,0.340,0.280,0.283,0.594350977,0.527742678,0.517495247,0.580687736,0.47821343,0.483337145
482514,35,22,20,2007,KAB. BOJONEGORO,KASIMAN,NGAGLIK,1.34565583,1052,848.1,0.348,0.309,0.303,0.340,0.280,0.283,0.325213225,0.288766915,0.283159791,0.317737059,0.261665813,0.264469375
482524,35,22,1,2009,KAB. BOJONEGORO,NGRAHO,KALIREJO,1.47840529,1162.6,1266.1,0.348,0.309,0.303,0.340,0.280,0.283,0.393323679,0.349244301,0.342462858,0.384281755,0.316467328,0.319858049
482528,35,22,1,2011,KAB. BOJONEGORO,NGRAHO,TANGGUNGAN,1.41224677,1040.8,1082.2,0.348,0.309,0.303,0.340,0.280,0.283,0.354410446,0.314692034,0.308581509,0.346263079,0.28515783,0.288213092
482529,35,22,1,2013,KAB. BOJONEGORO,NGRAHO,SUMBERARUM,1.5981825,1200.2,1262.9,0.348,0.309,0.303,0.340,0.280,0.283,0.407632893,0.361949896,0.354921743,0.398262022,0.327980488,0.331494565
482530,35,22,1,2012,KAB. BOJONEGORO,NGRAHO,PANDAN,0.92059809,638,603.8,0.348,0.309,0.303,0.340,0.280,0.283,0.215731359,0.191554569,0.187835062,0.210772017,0.173576955,0.175436708
484029,35,22,15,2002,KAB. BOJONEGORO,BOJONEGORO,PACUL,2.4444063,2255.2,2224.6,0.348,0.309,0.303,0.340,0.280,0.283,0.701830764,0.623177316,0.611076786,0.685696723,0.564691419,0.570741684
484035,35,22,5,2002,KAB. BOJONEGORO,BUBULAN,CANCUNG,1.47494602,1079.2,981.8,0.348,0.309,0.303,0.340,0.280,0.283,0.353607692,0.313979244,0.307882559,0.345478779,0.284511936,0.287560278
484037,35,22,5,2004,KAB. BOJONEGORO,BUBULAN,SUMBERBENDO,1.03605121,736.1,577.9,0.348,0.309,0.303,0.340,0.280,0.283,0.234116414,0.207879229,0.203842739,0.228734427,0.188369528,0.190387773
484039,35,22,17,2013,KAB. BOJONEGORO,MALO,KETILENG,0.80730701,614.2,446.5,0.348,0.309,0.303,0.340,0.280,0.283,0.18662107,0.16570664,0.162489035,0.18233093,0.150154884,0.151763686
484040,35,22,8,2011,KAB. BOJONEGORO,KEDUNGADEM,DUWEL,0.6421269,473.6,442.9,0.348,0.309,0.303,0.340,0.280,0.283,0.15600217,0.138519168,0.135829475,0.152415913,0.125518987,0.126863833
484041,35,22,8,2014,KAB. BOJONEGORO,KEDUNGADEM,KEDUNGREJO,1.28987511,916,731.8,0.348,0.309,0.303,0.340,0.280,0.283,0.292722492,0.259917385,0.254870446,0.285993239,0.235523844,0.238047314
484042,35,22,9,2003,KAB. BOJONEGORO,KEPOHBARU,KEPOH,1.38759947,1092.4,1021.4,0.348,0.309,0.303,0.340,0.280,0.283,0.351698236,0.312283779,0.306220016,0.343613219,0.282975592,0.286007474
484043,35,22,12,2003,KAB. BOJONEGORO,SUMBEREJO,KEDUNGREJO,0.77963286,524.5,381.4,0.348,0.309,0.303,0.340,0.280,0.283,0.167206489,0.148467831,0.14558496,0.163362661,0.134533956,0.135975392
484045,35,22,9,2004,KAB. BOJONEGORO,KEPOHBARU,SIDOMUKTI,1.90865194,1449.5,1244.3,0.348,0.309,0.303,0.340,0.280,0.283,0.460815074,0.409172005,0.401226918,0.450221624,0.370770749,0.374743293
484046,35,22,10,2017,KAB. BOJONEGORO,BAURENO,KAUMAN,1.91470566,1542.6,2592.9,0.348,0.309,0.303,0.340,0.280,0.283,0.614086864,0.545266785,0.53467908,0.599969925,0.494092879,0.499386732
484047,35,22,12,2016,KAB. BOJONEGORO,SUMBEREJO,TULUNGREJO,1.00318815,744.9,561.7,0.348,0.309,0.303,0.340,0.280,0.283,0.230552261,0.204714508,0.200739469,0.225252209,0.18550182,0.187489339
484048,35,22,13,2018,KAB. BOJONEGORO,BALEN,PRAMBATAN,0.97810845,779.3,834.5,0.348,0.309,0.303,0.340,0.280,0.283,0.261035578,0.231781591,0.227280978,0.25503476,0.210028626,0.212278933
484049,35,22,14,2015,KAB. BOJONEGORO,KAPAS,MOJODESO,1.0455642,873.4,924.4,0.348,0.309,0.303,0.340,0.280,0.283,0.287014917,0.254849452,0.249900919,0.280416873,0.230931542,0.233405809
484051,35,22,16,2012,KAB. BOJONEGORO,KALITIDU,WOTANNGARE,1.47667566,1094.1,1071.1,0.348,0.309,0.303,0.340,0.280,0.283,0.364860434,0.323970903,0.317680206,0.356472838,0.293565867,0.296711215
484052,35,22,16,2015,KAB. BOJONEGORO,KALITIDU,MAYANGREJO,1.61764089,1155.3,1062.5,0.348,0.309,0.303,0.340,0.280,0.283,0.383108663,0.340174071,0.33356875,0.374301567,0.30824835,0.31155101
484053,35,22,17,2012,KAB. BOJONEGORO,MALO,KEDUNGREJO,0.42246329,294.5,348.9,0.348,0.309,0.303,0.340,0.280,0.283,0.106767199,0.094801909,0.092961095,0.10431278,0.085904643,0.08682505
484054,35,22,24,2004,KAB. BOJONEGORO,SUKOSEWU,KLEPEK,1.51948412,1143.9,1463.2,0.348,0.309,0.303,0.340,0.280,0.283,0.415557014,0.36898597,0.361821194,0.40600398,0.334356218,0.337938607
484055,35,22,26,2002,KAB. BOJONEGORO,GONDANG,JARI,0.93054349,642.7,566.1,0.348,0.309,0.303,0.340,0.280,0.283,0.213150471,0.189262918,0.18558791,0.20825046,0.171500379,0.173337883
486568,35,22,18,2003,KAB. BOJONEGORO,PURWOSARI,TLATAH,0.81768482,558.1,435.7,0.348,0.309,0.303,0.340,0.280,0.283,0.180035632,0.159859225,0.156755162,0.175896882,0.144856255,0.146408287
486572,35,22,18,2005,KAB. BOJONEGORO,PURWOSARI,TINUMPUK,0.49986444,317.9,272.9,0.348,0.309,0.303,0.340,0.280,0.283,0.10811607,0.095999614,0.094135543,0.105630643,0.086989941,0.087921976
486573,35,22,19,2003,KAB. BOJONEGORO,PADANGAN,PURWOREJO,1.14545061,862.6,758.9,0.348,0.309,0.303,0.340,0.280,0.283,0.277007458,0.245963519,0.241187528,0.27063947,0.222879564,0.225267559
486574,35,22,20,2001,KAB. BOJONEGORO,KASIMAN,BATOKAN,2.0016198,1677.4,1766.9,0.348,0.309,0.303,0.340,0.280,0.283,0.549775148,0.488162416,0.478683534,0.537136639,0.442347821,0.447087261
486576,35,22,22,2002,KAB. BOJONEGORO,MARGOMULYO,NGELO,0.48213568,315.3,281.9,0.348,0.309,0.303,0.340,0.280,0.283,0.107232716,0.095215257,0.093366417,0.104767596,0.086279197,0.087203617
487956,35,22,15,1009,KAB. BOJONEGORO,BOJONEGORO,LEDOK KULON,4.25144219,3899.8,4210.1,0.348,0.309,0.303,0.340,0.280,0.283,1.25406351,1.11352191,1.091900125,1.225234464,1.009016618,1.01982751
487961,35,22,2,2010,KAB. BOJONEGORO,TAMBAKREJO,GADING,0.73466236,548.7,656.8,0.348,0.309,0.303,0.340,0.280,0.283,0.195084119,0.173221243,0.169857724,0.190599426,0.156964233,0.158645993
487973,35,22,4,2014,KAB. BOJONEGORO,NGASEM,WADANG,2.95767541,1910.6,1976,0.348,0.309,0.303,0.340,0.280,0.283,0.681162923,0.604825699,0.593081511,0.665504005,0.548062122,0.553934216
487974,35,22,5,2001,KAB. BOJONEGORO,BUBULAN,BUBULAN,1.98864754,1439.7,1385.5,0.348,0.309,0.303,0.340,0.280,0.283,0.481537217,0.427571839,0.419269473,0.470467396,0.387443738,0.39159492
487975,35,22,8,2010,KAB. BOJONEGORO,KEDUNGADEM,KEDUNGADEM,2.99572737,2437.8,3128.9,0.348,0.309,0.303,0.340,0.280,0.283,0.865686902,0.768670266,0.75374463,0.845786054,0.696529691,0.703992509
487976,35,22,11,2009,KAB. BOJONEGORO,KANOR,SIMBATAN,0.91540919,744.5,599.9,0.348,0.309,0.303,0.340,0.280,0.283,0.226918987,0.20148841,0.197576014,0.221702458,0.182578495,0.184534693
487977,35,22,12,2009,KAB. BOJONEGORO,SUMBEREJO,WOTAN,0.79865884,600.9,546.6,0.348,0.309,0.303,0.340,0.280,0.283,0.19492178,0.173077097,0.169716377,0.190440819,0.156833616,0.158513976
487978,35,22,13,2005,KAB. BOJONEGORO,BALEN,PENGANTEN,1.72444584,1387.2,1576.4,0.348,0.309,0.303,0.340,0.280,0.283,0.47280445,0.419817745,0.411665944,0.461935382,0.380417374,0.384493274
487979,35,22,14,2001,KAB. BOJONEGORO,KAPAS,KUMPULREJO,0.44624576,317.6,296.8,0.348,0.309,0.303,0.340,0.280,0.283,0.105950118,0.094076398,0.092249672,0.103514483,0.085247222,0.086160585
487980,35,22,16,2007,KAB. BOJONEGORO,KALITIDU,SUMENGKO,1.16966549,859.7,866.7,0.348,0.309,0.303,0.340,0.280,0.283,0.290148207,0.257631597,0.252629042,0.283478133,0.23345258,0.235953858
490189,35,22,19,2008,KAB. BOJONEGORO,PADANGAN,NGUKEN,1.01616041,794.2,733.1,0.348,0.309,0.303,0.340,0.280,0.283,0.255330076,0.226715499,0.222313256,0.249460419,0.205437993,0.207639114
490190,35,22,18,2011,KAB. BOJONEGORO,PURWOSARI,KUNIRAN,1.98432346,1293.9,1345.4,0.348,0.309,0.303,0.340,0.280,0.283,0.460437966,0.408837159,0.400898574,0.449853185,0.370467329,0.374436622
