objectid,no_prop,no_kab,no_kec,no_kel,KABUPATEN,KECAMATAN,KELURAHAN,kepadatan_penduduk,wighted education score,weighted_employment_score,Kab_Gini_2018,Kab_Gini_2019,Kab_Gini_2020,Kab_Gini_2021,Kab_Gini_2022,Kab_Gini_2023,desa_gini_2018,desa_gini_2019,desa_gini_2020,desa_gini_2021,desa_gini_2022,desa_gini_2023
419552,35,26,17,2006,KAB. BANGKALAN,KONANG,SEN ASEN,2.74013666,819.6,1456.4,0.287,0.314,0.322,0.303,0.306,0.299,0.27665191,0.302678396,0.310389948,0.292075013,0.294966845,0.288219237
419883,35,26,17,2010,KAB. BANGKALAN,KONANG,KANEGARAH,1.29282184,363.2,812.8,0.287,0.314,0.322,0.303,0.306,0.299,0.136481325,0.149321031,0.153125389,0.14409004,0.145516674,0.142187861
419885,35,26,18,2021,KAB. BANGKALAN,GALIS,SORPA,0.97076931,289,537.8,0.287,0.314,0.322,0.303,0.306,0.299,0.099324314,0.108668413,0.111437035,0.104861558,0.105899791,0.103477247
425602,35,26,2,2006,KAB. BANGKALAN,SOCAH,BULUH,3.55564437,1260.4,1695.4,0.287,0.314,0.322,0.303,0.306,0.299,0.366221922,0.400674855,0.410883132,0.386638475,0.390466579,0.381534337
425612,35,26,7,2021,KAB. BANGKALAN,KLAMPIS,LARANGAN GLINTONG,1.95844831,598.1,933.4,0.287,0.314,0.322,0.303,0.306,0.299,0.191836389,0.209883715,0.215231071,0.202531101,0.204536359,0.199857423
425620,35,26,11,2016,KAB. BANGKALAN,KWANYAR,DUWEK BUTER,1.69404241,534.6,781.9,0.287,0.314,0.322,0.303,0.306,0.299,0.166008567,0.181626097,0.186253514,0.1752634,0.176998681,0.172949691
425624,35,26,12,2004,KAB. BANGKALAN,LABANG,PANGPONG,2.39809997,868.4,1323.5,0.287,0.314,0.322,0.303,0.306,0.299,0.260856484,0.285396989,0.29266825,0.275399006,0.278125729,0.271763375
435039,35,26,7,2013,KAB. BANGKALAN,KLAMPIS,BRAGANG,2.99762496,910,1765.7,0.287,0.314,0.322,0.303,0.306,0.299,0.315495325,0.34517607,0.353970364,0.333083914,0.336381775,0.328686767
436071,35,26,8,2006,KAB. BANGKALAN,SEPULU,KELBUNG,4.57099375,1329.4,2259.1,0.287,0.314,0.322,0.303,0.306,0.299,0.446284194,0.488269118,0.500709096,0.471164149,0.47582914,0.46494416
436121,35,26,14,2008,KAB. BANGKALAN,TRAGAH,DUKO TAMBIN,0.31590355,95.6,176.3,0.287,0.314,0.322,0.303,0.306,0.299,0.032566956,0.035630746,0.036538536,0.034382535,0.034722957,0.033928641
437296,35,26,3,2008,KAB. BANGKALAN,BURNEH,SOBIH,1.98919318,655.3,1011.1,0.287,0.314,0.322,0.303,0.306,0.299,0.203942592,0.223128829,0.22881364,0.215312214,0.217444018,0.212469809
437300,35,26,3,2010,KAB. BANGKALAN,BURNEH,BINOH,3.05604021,873.6,1353.2,0.287,0.314,0.322,0.303,0.306,0.299,0.286356652,0.313296128,0.321278195,0.302320786,0.305314061,0.298329752
437302,35,26,4,2007,KAB. BANGKALAN,KAMAL,PENDABAH,3.27894053,1052.7,1228.5,0.287,0.314,0.322,0.303,0.306,0.299,0.304199759,0.332817855,0.34129729,0.32115863,0.324338419,0.316918912
437303,35,26,5,2010,KAB. BANGKALAN,AROSBAYA,BERBELUK,3.05219711,1018.5,1827.3,0.287,0.314,0.322,0.303,0.306,0.299,0.332619464,0.36391119,0.373182813,0.351162709,0.354639568,0.346526898
437304,35,26,6,2003,KAB. BANGKALAN,GEGER,KATOL BARAT,3.94841011,1143.4,1798,0.287,0.314,0.322,0.303,0.306,0.299,0.37478524,0.410043782,0.420490758,0.395679191,0.399596807,0.390455703
437315,35,26,6,2005,KAB. BANGKALAN,GEGER,LERPAK,7.33956942,2236.2,3347.5,0.287,0.314,0.322,0.303,0.306,0.299,0.708376496,0.775018187,0.794763873,0.747867868,0.755272501,0.737995025
437316,35,26,9,2001,KAB. BANGKALAN,TANJUNG BUMI,PASESEH,3.37809274,1209.3,2308.5,0.287,0.314,0.322,0.303,0.306,0.299,0.395580435,0.432795319,0.443821951,0.417633699,0.421768686,0.412120383
437317,35,26,9,2004,KAB. BANGKALAN,TANJUNG BUMI,LARANGAN TIMUR,3.36425755,990.9,1819.7,0.287,0.314,0.322,0.303,0.306,0.299,0.340190124,0.372194073,0.381676724,0.359155427,0.362711421,0.354414101
437319,35,26,10,2003,KAB. BANGKALAN,KOKOP,BATOKOROGAN,1.42041306,428,635.5,0.287,0.314,0.322,0.303,0.306,0.299,0.135781374,0.148555231,0.152340078,0.143351067,0.144770384,0.141458643
437320,35,26,10,2010,KAB. BANGKALAN,KOKOP,DURJAN,8.25038623,2231.4,3462.4,0.287,0.314,0.322,0.303,0.306,0.299,0.747358107,0.817667058,0.83849934,0.789022671,0.796834776,0.77860653
437321,35,26,13,2001,KAB. BANGKALAN,TANAH MERAH,TANAH MERAH DAJAH,3.41344934,1167.6,1982.4,0.287,0.314,0.322,0.303,0.306,0.299,0.370842447,0.405730064,0.416067135,0.39151659,0.395392992,0.386348054
437327,35,26,16,2004,KAB. BANGKALAN,MODUNG,NEROH,0.90389922,316.9,368.1,0.287,0.314,0.322,0.303,0.306,0.299,0.088553756,0.096884597,0.099352995,0.093490551,0.0944162,0.092256352
437328,35,26,18,2001,KAB. BANGKALAN,GALIS,TELLOK,3.01530326,825,1417.7,0.287,0.314,0.322,0.303,0.306,0.299,0.284245299,0.310986146,0.31890936,0.300091727,0.303062932,0.29613012
437334,35,26,18,2006,KAB. BANGKALAN,GALIS,LONGKEK,3.76009777,1138.8,2164.2,0.287,0.314,0.322,0.303,0.306,0.299,0.392102496,0.428990188,0.439919874,0.413961869,0.418060501,0.408497026
437973,35,26,14,2009,KAB. BANGKALAN,TRAGAH,KETELENG,1.12603091,314.3,524.9,0.287,0.314,0.322,0.303,0.306,0.299,0.106483792,0.116501431,0.11946962,0.112420171,0.113533242,0.110936076
438131,35,26,1,1001,KAB. BANGKALAN,BANGKALAN,MLAJAH,8.91063235,4525.6,3722.5,0.287,0.314,0.322,0.303,0.306,0.299,1.022824418,1.119048318,1.147559103,1.079845989,1.090537533,1.065590596
438136,35,26,2,2003,KAB. BANGKALAN,SOCAH,BILAPORAH,4.81848997,1903.3,2728.4,0.287,0.314,0.322,0.303,0.306,0.299,0.5449699,0.596238845,0.611429644,0.575351497,0.581048046,0.567756098
438142,35,26,7,2006,KAB. BANGKALAN,KLAMPIS,MOARAH,2.21824247,732.9,1163.9,0.287,0.314,0.322,0.303,0.306,0.299,0.230066255,0.251710119,0.258123115,0.242892248,0.245297122,0.23968575
438190,35,26,9,2002,KAB. BANGKALAN,TANJUNG BUMI,BUMI ANYAR,2.57027125,835.8,1281.1,0.287,0.314,0.322,0.303,0.306,0.299,0.260710754,0.28523755,0.292504748,0.275245151,0.277970351,0.271611552
438192,35,26,9,2007,KAB. BANGKALAN,TANJUNG BUMI,TAGUNGGUH,3.91074764,1185.9,1644.3,0.287,0.314,0.322,0.303,0.306,0.299,0.367596096,0.402178307,0.412424888,0.388089258,0.391931726,0.382965967
438201,35,26,11,2010,KAB. BANGKALAN,KWANYAR,PAORAN,1.16138752,329.1,464.6,0.287,0.314,0.322,0.303,0.306,0.299,0.105223146,0.115122187,0.118055237,0.111089244,0.112189138,0.10962272
438235,35,26,12,2003,KAB. BANGKALAN,LABANG,JUKONG,2.52799705,831.6,939.7,0.287,0.314,0.322,0.303,0.306,0.299,0.236084525,0.258294568,0.264875321,0.249246032,0.251713814,0.245955655
438240,35,26,13,2006,KAB. BANGKALAN,TANAH MERAH,KENDABAN,0.93080098,284.5,503.5,0.287,0.314,0.322,0.303,0.306,0.299,0.095184044,0.10413864,0.106791854,0.100490471,0.101485426,0.099163864
438266,35,26,17,2011,KAB. BANGKALAN,KONANG,DURIN BARAT,3.49799774,1026.3,2314.5,0.287,0.314,0.322,0.303,0.306,0.299,0.38141766,0.417300158,0.427932009,0.402681362,0.406668307,0.397365437
438271,35,26,18,2009,KAB. BANGKALAN,GALIS,BANGPENDAH,1.26361421,400.7,713.9,0.287,0.314,0.322,0.303,0.306,0.299,0.132721969,0.145208007,0.148907575,0.140121103,0.14150844,0.138271319
438279,35,26,18,2011,KAB. BANGKALAN,GALIS,PAKA'AN LAOK,2.60409061,751.2,1449.7,0.287,0.314,0.322,0.303,0.306,0.299,0.264443153,0.289321081,0.296692318,0.279185629,0.281949843,0.27550001
442444,35,26,5,2011,KAB. BANGKALAN,AROSBAYA,BUDURAN,1.7747477,602.5,1128.6,0.287,0.314,0.322,0.303,0.306,0.299,0.198857744,0.217565615,0.223108688,0.20994389,0.212022542,0.207172353
442474,35,26,5,2012,KAB. BANGKALAN,AROSBAYA,TAMBEGAN,0.82934291,300.2,490.3,0.287,0.314,0.322,0.303,0.306,0.299,0.092369091,0.101058866,0.103633614,0.097518587,0.098484117,0.096231213
442498,35,26,5,2018,KAB. BANGKALAN,AROSBAYA,PLAKARAN,0.51805108,177.9,309.9,0.287,0.314,0.322,0.303,0.306,0.299,0.056954504,0.062312593,0.063900175,0.060129668,0.060725011,0.059335877
442559,35,26,14,2011,KAB. BANGKALAN,TRAGAH,KEMONING,1.54031806,464.1,676.9,0.287,0.314,0.322,0.303,0.306,0.299,0.146425454,0.160200671,0.164282216,0.154588545,0.156119125,0.152547772
442902,35,26,13,2014,KAB. BANGKALAN,TANAH MERAH,POTER,2.31047708,706.5,1395.7,0.287,0.314,0.322,0.303,0.306,0.299,0.246009325,0.26915306,0.276010463,0.259724131,0.262295657,0.25629543
442905,35,26,8,2002,KAB. BANGKALAN,SEPULU,MANERON,2.75935221,948.2,1472.4,0.287,0.314,0.322,0.303,0.306,0.299,0.291565725,0.318995253,0.32712252,0.30782026,0.310867985,0.303756626
442913,35,26,13,2015,KAB. BANGKALAN,TANAH MERAH,PATEMON,0.59491326,196.4,361,0.287,0.314,0.322,0.303,0.306,0.299,0.064936527,0.071045538,0.072855616,0.068556682,0.069235461,0.067651643
442972,35,26,1,1002,KAB. BANGKALAN,BANGKALAN,KEMAYORAN,5.59864108,2626.3,2471,0.287,0.314,0.322,0.303,0.306,0.299,0.629188221,0.688380145,0.705918492,0.664264917,0.670841797,0.655495743
442977,35,26,14,2001,KAB. BANGKALAN,TRAGAH,SOKET LAOK,2.89001791,852.6,1497.5,0.287,0.314,0.322,0.303,0.306,0.299,0.288005854,0.315100481,0.323128519,0.304061929,0.307072443,0.30004791
442978,35,26,1,2012,KAB. BANGKALAN,BANGKALAN,SABIYAN,2.15521548,810.8,933.1,0.287,0.314,0.322,0.303,0.306,0.299,0.220487552,0.241230284,0.247376278,0.232779541,0.235084289,0.229706544
442981,35,26,8,2007,KAB. BANGKALAN,SEPULU,SAPLASAH,1.46806761,376.8,698.6,0.287,0.314,0.322,0.303,0.306,0.299,0.136399169,0.149231147,0.153033214,0.144003304,0.145429079,0.14210227
442983,35,26,2,2010,KAB. BANGKALAN,SOCAH,PERNAJUH,0.85778191,321.6,350.2,0.287,0.314,0.322,0.303,0.306,0.299,0.086232687,0.094345169,0.096748868,0.091040084,0.091941471,0.089838234
442984,35,26,2,2009,KAB. BANGKALAN,SOCAH,PETAONAN,2.76242669,963.2,1433.6,0.287,0.314,0.322,0.303,0.306,0.299,0.290628241,0.317969573,0.326070709,0.306830512,0.309868438,0.302779944
442985,35,26,8,2008,KAB. BANGKALAN,SEPULU,GENELAP,3.38885345,970,1839.8,0.287,0.314,0.322,0.303,0.306,0.299,0.340245542,0.372254705,0.381738901,0.359213935,0.362770509,0.354471837
442988,35,26,8,2009,KAB. BANGKALAN,SEPULU,KLABETAN,2.24283837,733.2,1453.9,0.287,0.314,0.322,0.303,0.306,0.299,0.250254666,0.273797788,0.280773528,0.264206146,0.266822048,0.260718276
442991,35,26,8,2010,KAB. BANGKALAN,SEPULU,BANYIOR,2.14599202,692,1172,0.287,0.314,0.322,0.303,0.306,0.299,0.223889553,0.244952333,0.251193156,0.2363712,0.238711509,0.233250788
442997,35,26,8,2011,KAB. BANGKALAN,SEPULU,PRANCAK,2.72553285,941.8,1611,0.287,0.314,0.322,0.303,0.306,0.299,0.298951348,0.327075691,0.335408829,0.315617625,0.318742552,0.311451056
443001,35,26,4,2001,KAB. BANGKALAN,KAMAL,KAMAL,6.10516283,2613.4,2942.7,0.287,0.314,0.322,0.303,0.306,0.299,0.676955662,0.740641387,0.759511231,0.714695351,0.721771542,0.705260429
443006,35,26,5,2002,KAB. BANGKALAN,AROSBAYA,TENGKET,4.75930609,1884.7,2681.2,0.287,0.314,0.322,0.303,0.306,0.299,0.537854904,0.588454494,0.603446965,0.567839846,0.573462023,0.560343611
443013,35,26,5,2005,KAB. BANGKALAN,AROSBAYA,GLAGGA,3.42574729,1121.1,1888,0.287,0.314,0.322,0.303,0.306,0.299,0.36022544,0.394114245,0.404155372,0.380307695,0.384073117,0.375287131
443014,35,26,5,2009,KAB. BANGKALAN,AROSBAYA,KARANG DUWAK,1.71710107,574.6,846,0.287,0.314,0.322,0.303,0.306,0.299,0.175178684,0.191658909,0.196541938,0.184944743,0.186775879,0.182503229
443015,35,26,5,2008,KAB. BANGKALAN,AROSBAYA,OMBUL,1.73016764,527.9,878.5,0.287,0.314,0.322,0.303,0.306,0.299,0.173012667,0.18928912,0.194111772,0.182657972,0.184466467,0.180246646
443020,35,26,7,2004,KAB. BANGKALAN,KLAMPIS,TOBADDUNG,1.4288679,459.8,759.3,0.287,0.314,0.322,0.303,0.306,0.299,0.147573692,0.161456932,0.165570484,0.155800797,0.157343379,0.153744021
443022,35,26,6,2010,KAB. BANGKALAN,GEGER,CAMPOR,4.092911,1285.9,1811.9,0.287,0.314,0.322,0.303,0.306,0.299,0.395361585,0.43255588,0.443576412,0.417402649,0.421535348,0.411892383
443026,35,26,6,2012,KAB. BANGKALAN,GEGER,TEGAR PRIYAH,1.63947027,473.7,767,0.287,0.314,0.322,0.303,0.306,0.299,0.156869668,0.171627441,0.176000115,0.165615015,0.167254768,0.163428678
443027,35,26,7,2018,KAB. BANGKALAN,KLAMPIS,KLAMPIS TIMUR,1.39351129,536.1,874.1,0.287,0.314,0.322,0.303,0.306,0.299,0.161796072,0.177017305,0.1815273,0.170816062,0.17250731,0.168561064
443028,35,26,7,2019,KAB. BANGKALAN,KLAMPIS,TENGGUN DAJAH,3.5072212,1121.4,1926.7,0.287,0.314,0.322,0.303,0.306,0.299,0.365678499,0.400080309,0.410273438,0.386064757,0.38988718,0.380968192
443031,35,26,7,2007,KAB. BANGKALAN,KLAMPIS,"RA""AS",0,0,0,0.287,0.314,0.322,0.303,0.306,0.299,0,0,0,0,0,0
443037,35,26,7,2015,KAB. BANGKALAN,KLAMPIS,PANYAKSAGAN,2.6709607,823.6,1577.3,0.287,0.314,0.322,0.303,0.306,0.299,0.282689871,0.309284388,0.317164245,0.298449585,0.301404531,0.294509656
443038,35,26,7,2017,KAB. BANGKALAN,KLAMPIS,BATOR,3.46033527,1189.2,2030.1,0.287,0.314,0.322,0.303,0.306,0.299,0.377868388,0.413416982,0.423949899,0.398934221,0.402884065,0.393667763
443040,35,26,7,2022,KAB. BANGKALAN,KLAMPIS,"KO""OL",0,0,0,0.287,0.314,0.322,0.303,0.306,0.299,0,0,0,0,0,0
443043,35,26,8,2005,KAB. BANGKALAN,SEPULU,BANGSEREH,1.6125685,486.2,897.6,0.287,0.314,0.322,0.303,0.306,0.299,0.165901334,0.181508776,0.186133204,0.175150189,0.176884349,0.172837975
443044,35,26,8,2014,KAB. BANGKALAN,SEPULU,LEMBUNG PASESER,0.89083265,312.5,495.6,0.287,0.314,0.322,0.303,0.306,0.299,0.096130845,0.105174514,0.107854119,0.101490056,0.102494908,0.100150253
443045,35,26,9,2006,KAB. BANGKALAN,TANJUNG BUMI,BANDANG DAJAH,3.23666633,924,1800.3,0.287,0.314,0.322,0.303,0.306,0.299,0.327585388,0.358403525,0.367534825,0.345847988,0.349272225,0.341282338
443047,35,26,9,2003,KAB. BANGKALAN,TANJUNG BUMI,TAMBAK POCOK,2.31508881,675.1,906.4,0.287,0.314,0.322,0.303,0.306,0.299,0.210392208,0.230185204,0.236049795,0.222121391,0.224320613,0.219189095
443050,35,26,9,2011,KAB. BANGKALAN,TANJUNG BUMI,TLANGOH,1.65945443,550.9,935.4,0.287,0.314,0.322,0.303,0.306,0.299,0.176684925,0.193306852,0.198231867,0.186534956,0.188381836,0.184072448
443052,35,26,9,2014,KAB. BANGKALAN,TANJUNG BUMI,TELAGA BIRU,2.15444686,768.3,1526.8,0.287,0.314,0.322,0.303,0.306,0.299,0.255613791,0.279661081,0.286786204,0.269864037,0.272535958,0.266301475
443055,35,26,13,2002,KAB. BANGKALAN,TANAH MERAH,TANAH MERAH LAOK,4.960685,1450.1,3120.5,0.287,0.314,0.322,0.303,0.306,0.299,0.529591889,0.579414123,0.594176266,0.559116176,0.564651979,0.551735104
443057,35,26,10,2007,KAB. BANGKALAN,KOKOP,"AMPARA""AN",0,0,0,0.287,0.314,0.322,0.303,0.306,0.299,0,0,0,0,0,0
443061,35,26,10,2011,KAB. BANGKALAN,KOKOP,"MANO""AN",0,0,0,0.287,0.314,0.322,0.303,0.306,0.299,0,0,0,0,0,0
443068,35,26,11,2013,KAB. BANGKALAN,KWANYAR,BATAH TIMUR,2.61023958,817.4,1169.5,0.287,0.314,0.322,0.303,0.306,0.299,0.252795475,0.276577628,0.283624192,0.266888603,0.269531064,0.263365321
443069,35,26,11,2007,KAB. BANGKALAN,KWANYAR,KARANG ANYAR,1.96306004,620.7,1028.9,0.287,0.314,0.322,0.303,0.306,0.299,0.200668455,0.219546672,0.225140217,0.211855546,0.213953126,0.209058773
443071,35,26,11,2009,KAB. BANGKALAN,KWANYAR,SOMOR KONENG,3.32428922,1071.8,1767.7,0.287,0.314,0.322,0.303,0.306,0.299,0.343622923,0.375949819,0.385528158,0.362779602,0.366371479,0.357990432
443077,35,26,12,2005,KAB. BANGKALAN,LABANG,SUKOLILO TIMUR,2.32892401,807.9,1212.4,0.287,0.314,0.322,0.303,0.306,0.299,0.244846583,0.26788093,0.274705922,0.258496566,0.261055938,0.25508407
443079,35,26,12,2008,KAB. BANGKALAN,LABANG,"BA""ENGAS",0,0,0,0.287,0.314,0.322,0.303,0.306,0.299,0,0,0,0,0,0
443080,35,26,12,2009,KAB. BANGKALAN,LABANG,BUNAJIH,1.56414533,485.7,787.9,0.287,0.314,0.322,0.303,0.306,0.299,0.156857968,0.171614641,0.175986989,0.165602663,0.167242294,0.16341649
443082,35,26,12,2012,KAB. BANGKALAN,LABANG,PETAPAN,1.72786177,505,778.8,0.287,0.314,0.322,0.303,0.306,0.299,0.163950945,0.179374901,0.183944962,0.173091067,0.17480484,0.170806036
443084,35,26,13,2012,KAB. BANGKALAN,TANAH MERAH,LANDAK,1.3089629,388.6,768.6,0.287,0.314,0.322,0.303,0.306,0.299,0.136706777,0.149567694,0.153378336,0.144328061,0.145757052,0.14242274
443087,35,26,13,2007,KAB. BANGKALAN,TANAH MERAH,DUMAJAH,3.56333059,1093.7,1870,0.287,0.314,0.322,0.303,0.306,0.299,0.361027629,0.3949919,0.405055388,0.381154605,0.384928412,0.376122861
443088,35,26,14,2005,KAB. BANGKALAN,TRAGAH,POCONG,0.77092765,249.1,416.3,0.287,0.314,0.322,0.303,0.306,0.299,0.080167264,0.087709132,0.089943759,0.084636519,0.085474504,0.083519205
443090,35,26,13,2011,KAB. BANGKALAN,TANAH MERAH,RONGDURIN,1.4819028,448.4,663.3,0.287,0.314,0.322,0.303,0.306,0.299,0.141870408,0.155217101,0.159171677,0.149779559,0.151262525,0.147802272
443092,35,26,14,2006,KAB. BANGKALAN,TRAGAH,TRAGAH,0.65409714,215.4,370,0.287,0.314,0.322,0.303,0.306,0.299,0.069550473,0.076093548,0.078032238,0.073427851,0.074154859,0.072458506
443094,35,26,13,2021,KAB. BANGKALAN,TANAH MERAH,PADURUNGAN,1.33663328,431.4,815.5,0.287,0.314,0.322,0.303,0.306,0.299,0.145180379,0.158838463,0.162885303,0.153274059,0.154791623,0.151250639
443095,35,26,14,2007,KAB. BANGKALAN,TRAGAH,KARANG LEMAN,0.89544438,284.9,488,0.287,0.314,0.322,0.303,0.306,0.299,0.092958083,0.101703268,0.104294434,0.098140415,0.099112102,0.096844832
443096,35,26,14,2016,KAB. BANGKALAN,TRAGAH,BANCANG,0.62642675,206.2,353.9,0.287,0.314,0.322,0.303,0.306,0.299,0.066569459,0.072832091,0.074687686,0.070280649,0.070976497,0.069352851
443097,35,26,14,2017,KAB. BANGKALAN,TRAGAH,"JA""AH",0,0,0,0.287,0.314,0.322,0.303,0.306,0.299,0,0,0,0,0,0
443098,35,26,14,2018,KAB. BANGKALAN,TRAGAH,MASARAN,1.07760774,343.2,645.4,0.287,0.314,0.322,0.303,0.306,0.299,0.115771815,0.12666324,0.129890329,0.122225993,0.123436151,0.120612448
443099,35,26,15,2002,KAB. BANGKALAN,BLEGA,ROSEP,2.06989847,675,966.7,0.287,0.314,0.322,0.303,0.306,0.299,0.205826776,0.225190271,0.230927603,0.21730144,0.219452939,0.214432774
443102,35,26,15,2005,KAB. BANGKALAN,BLEGA,BLEGA OLOH,1.32049223,376.7,689.6,0.287,0.314,0.322,0.303,0.306,0.299,0.13063317,0.142922702,0.146564044,0.137915855,0.139281359,0.136095184
443108,35,26,15,2014,KAB. BANGKALAN,BLEGA,KAJJAN,2.66558035,692.6,1394.7,0.287,0.314,0.322,0.303,0.306,0.299,0.256927102,0.281097944,0.288259675,0.271250564,0.273936213,0.267669698
443112,35,26,15,2016,KAB. BANGKALAN,BLEGA,PANGERAN GADUNGAN,1.28359838,374.4,596.2,0.287,0.314,0.322,0.303,0.306,0.299,0.122892928,0.134454284,0.137879871,0.129744102,0.131028697,0.128031309
443114,35,26,15,2019,KAB. BANGKALAN,BLEGA,GIGIR,1.96844039,593.3,977.2,0.287,0.314,0.322,0.303,0.306,0.299,0.194608388,0.212916494,0.218341118,0.205457636,0.20749187,0.202745324
443118,35,26,16,2006,KAB. BANGKALAN,MODUNG,PATENTENG,4.41112042,1248.4,1862.4,0.287,0.314,0.322,0.303,0.306,0.299,0.405998955,0.444193979,0.455511023,0.428633043,0.432876935,0.422974521
443122,35,26,16,2010,KAB. BANGKALAN,MODUNG,KARANG ANYAR,1.78243392,567.6,826.5,0.287,0.314,0.322,0.303,0.306,0.299,0.175446735,0.191952177,0.196842679,0.185227738,0.187061676,0.182782487
443125,35,26,16,2015,KAB. BANGKALAN,MODUNG,MODUNG,0.89467576,324.8,435.8,0.287,0.314,0.322,0.303,0.306,0.299,0.093546096,0.1023466,0.104954157,0.098761209,0.099739043,0.097457431
443126,35,26,16,2016,KAB. BANGKALAN,MODUNG,"SUWA""AN",0,0,0,0.287,0.314,0.322,0.303,0.306,0.299,0,0,0,0,0,0
443127,35,26,16,2017,KAB. BANGKALAN,MODUNG,"MANGGA""AN",0,0,0,0.287,0.314,0.322,0.303,0.306,0.299,0,0,0,0,0,0
443134,35,26,18,2004,KAB. BANGKALAN,GALIS,PATERONGAN,3.82927373,1130.7,2253.5,0.287,0.314,0.322,0.303,0.306,0.299,0.399632274,0.437228342,0.448367917,0.421911425,0.426088766,0.416341637
443135,35,26,18,2008,KAB. BANGKALAN,GALIS,PEKADAN,2.91922554,875.8,1396.3,0.287,0.314,0.322,0.303,0.306,0.299,0.284669374,0.311450117,0.319385152,0.300539444,0.303515082,0.296571926
443140,35,26,18,2007,KAB. BANGKALAN,GALIS,GALIS,2.93075486,938.1,1735.3,0.287,0.314,0.322,0.303,0.306,0.299,0.31401505,0.343556535,0.352309568,0.331521115,0.334803502,0.327144599
443142,35,26,18,2017,KAB. BANGKALAN,GALIS,LANTEK TIMOR,3.21130181,872.2,1697.3,0.287,0.314,0.322,0.303,0.306,0.299,0.31453693,0.344127513,0.352895092,0.33207209,0.335359933,0.3276883
443145,35,26,18,2016,KAB. BANGKALAN,GALIS,LANTEK BARAT,3.27970915,911.4,1688.5,0.287,0.314,0.322,0.303,0.306,0.299,0.320358559,0.350496821,0.359426676,0.33821827,0.341566966,0.333753342
443148,35,26,18,2020,KAB. BANGKALAN,GALIS,SADAH,2.7485915,822.1,1397.9,0.287,0.314,0.322,0.303,0.306,0.299,0.273310617,0.299022765,0.30664118,0.288547446,0.291404351,0.284738238
445639,35,26,1,1003,KAB. BANGKALAN,BANGKALAN,PANGERANAN,8.16583784,3744.7,3752,0.287,0.314,0.322,0.303,0.306,0.299,0.918742866,1.005175121,1.030784679,0.96996198,0.979565564,0.957157202
445640,35,26,1,1005,KAB. BANGKALAN,BANGKALAN,KRATON,6.82920455,3016.4,3269.5,0.287,0.314,0.322,0.303,0.306,0.299,0.765298841,0.837295596,0.858627968,0.807963585,0.815963224,0.797297399
445641,35,26,1,2010,KAB. BANGKALAN,BANGKALAN,KRAMAT,2.15828997,768.5,877.5,0.287,0.314,0.322,0.303,0.306,0.299,0.212560582,0.232557571,0.238482604,0.224410649,0.226632537,0.221448133
445642,35,26,11,2005,KAB. BANGKALAN,KWANYAR,MOROMBUH,3.79237988,1068.3,1666.2,0.287,0.314,0.322,0.303,0.306,0.299,0.35286677,0.386063296,0.395899303,0.372538785,0.376227288,0.367620782
445647,35,26,13,2004,KAB. BANGKALAN,TANAH MERAH,JANGKAR,3.86463033,1189.4,2679,0.287,0.314,0.322,0.303,0.306,0.299,0.435197859,0.476139818,0.488270769,0.459459761,0.464008868,0.453394286
445648,35,26,14,2015,KAB. BANGKALAN,TRAGAH,PACANGAN,0.69099098,211.5,397.9,0.287,0.314,0.322,0.303,0.306,0.299,0.07229667,0.079098099,0.081113337,0.076327147,0.077082861,0.075319527
445649,35,26,18,2013,KAB. BANGKALAN,GALIS,SEPARAH,1.87466853,539.9,993.3,0.287,0.314,0.322,0.303,0.306,0.299,0.186931137,0.204516993,0.209727617,0.197352385,0.199306369,0.194747073
447385,35,26,1,1006,KAB. BANGKALAN,BANGKALAN,PEJAGAN,13.9650892,5778.3,6416.7,0.287,0.314,0.322,0.303,0.306,0.299,1.507097155,1.648879814,1.690889491,1.591116508,1.606870137,1.57011167
447393,35,26,3,2004,KAB. BANGKALAN,BURNEH,ALASKEMBANG,2.83237128,904.5,1418.6,0.287,0.314,0.322,0.303,0.306,0.299,0.286059207,0.3129707,0.320944476,0.302006758,0.304996924,0.298019871
447394,35,26,4,2008,KAB. BANGKALAN,KAMAL,TAJUNGAN,2.09065125,759.3,818.5,0.287,0.314,0.322,0.303,0.306,0.299,0.205328122,0.224644705,0.230368137,0.216774986,0.218921273,0.21391327
447417,35,26,18,2005,KAB. BANGKALAN,GALIS,KAJUANAK,2.85850442,737.7,1348.9,0.287,0.314,0.322,0.303,0.306,0.299,0.265242205,0.290195305,0.297588816,0.280029227,0.282801794,0.276332472
447735,35,26,18,2010,KAB. BANGKALAN,GALIS,PAKA'AN DAJAH,1.8946527,641.8,1120.3,0.287,0.314,0.322,0.303,0.306,0.299,0.206522416,0.225951354,0.231708077,0.218035861,0.220194632,0.2151575
448109,35,26,3,2001,KAB. BANGKALAN,BURNEH,BURNEH,7.69236682,3565.1,3490.6,0.287,0.314,0.322,0.303,0.306,0.299,0.866399416,0.947907375,0.972057881,0.914700429,0.923756869,0.902625176
448121,35,26,3,2006,KAB. BANGKALAN,BURNEH,AROK,0.58722704,204.5,283,0.287,0.314,0.322,0.303,0.306,0.299,0.060307398,0.065980916,0.067661959,0.063669483,0.064299874,0.062828962
448122,35,26,7,2005,KAB. BANGKALAN,KLAMPIS,TOLBUK,1.12065056,347.1,528.3,0.287,0.314,0.322,0.303,0.306,0.299,0.109883048,0.120220478,0.12328342,0.116008932,0.117157535,0.114477461
